disaster_type,rainfall,water_level,wind_speed,atmospheric_pressure,magnitude,depth,seismic_intensity,population_density,previous_disasters,risk
Cyclone,318.0,,50.0,919.0,,,,713,7,Medium
Cyclone,299.0,,113.0,963.0,,,,592,2,Medium
Cyclone,191.0,,240.0,992.0,,,,291,0,Medium
Cyclone,218.0,,240.0,1005.0,,,,598,4,Medium
Cyclone,276.0,,169.0,992.0,,,,921,4,Medium
Cyclone,417.0,,66.0,966.0,,,,1356,6,Medium
Cyclone,245.0,,71.0,982.0,,,,326,2,Low
Cyclone,344.0,,174.0,902.0,,,,1494,6,High
Cyclone,442.0,,130.0,953.0,,,,238,4,Medium
Cyclone,368.0,,77.0,977.0,,,,955,7,Medium
Cyclone,419.0,,132.0,963.0,,,,916,1,Medium
Cyclone,406.0,,57.0,939.0,,,,1272,2,Medium
Cyclone,462.0,,70.0,958.0,,,,1238,3,Medium
Cyclone,197.0,,128.0,954.0,,,,1186,1,Medium
Cyclone,368.0,,76.0,961.0,,,,203,1,Medium
Cyclone,222.0,,175.0,903.0,,,,970,1,High
Cyclone,482.0,,235.0,959.0,,,,767,3,High
Cyclone,312.0,,134.0,1015.0,,,,372,7,Medium
Cyclone,365.0,,153.0,974.0,,,,1129,0,Medium
Cyclone,419.0,,228.0,994.0,,,,1270,7,High
Cyclone,42.0,,42.0,1006.0,,,,283,7,Low
Cyclone,269.0,,239.0,995.0,,,,1151,7,High
Cyclone,349.0,,170.0,990.0,,,,1242,5,High
Cyclone,475.0,,129.0,929.0,,,,392,6,High
Cyclone,176.0,,60.0,1006.0,,,,1494,4,Medium
Cyclone,233.0,,159.0,901.0,,,,1367,6,High
Cyclone,109.0,,45.0,961.0,,,,1341,2,Low
Cyclone,408.0,,166.0,948.0,,,,276,7,High
Cyclone,72.0,,102.0,908.0,,,,1422,0,Medium
Cyclone,487.0,,195.0,991.0,,,,157,2,High
Cyclone,118.0,,232.0,930.0,,,,1392,6,High
Cyclone,177.0,,83.0,997.0,,,,407,4,Low
Cyclone,124.0,,213.0,960.0,,,,1411,3,Medium
Cyclone,481.0,,243.0,1019.0,,,,1076,6,High
Cyclone,457.0,,129.0,978.0,,,,1228,1,Medium
Cyclone,180.0,,138.0,947.0,,,,1351,6,Medium
Cyclone,31.0,,116.0,924.0,,,,1370,1,Medium
Cyclone,405.0,,202.0,935.0,,,,799,3,High
Cyclone,51.0,,191.0,907.0,,,,182,6,Medium
Cyclone,400.0,,166.0,972.0,,,,1309,0,Medium
Cyclone,342.0,,245.0,957.0,,,,351,0,High
Cyclone,357.0,,37.0,1000.0,,,,1478,2,Medium
Cyclone,36.0,,36.0,1011.0,,,,895,3,Low
Cyclone,235.0,,65.0,944.0,,,,996,7,Medium
Cyclone,469.0,,47.0,961.0,,,,309,0,Medium
Cyclone,404.0,,32.0,938.0,,,,915,6,Medium
Cyclone,480.0,,57.0,995.0,,,,708,3,Medium
Cyclone,143.0,,99.0,957.0,,,,546,4,Medium
Cyclone,301.0,,201.0,1015.0,,,,559,1,Medium
Cyclone,112.0,,178.0,980.0,,,,1067,6,Medium
Cyclone,208.0,,57.0,998.0,,,,571,1,Low
Cyclone,239.0,,83.0,1000.0,,,,469,1,Low
Cyclone,493.0,,211.0,982.0,,,,999,7,High
Cyclone,357.0,,94.0,963.0,,,,1022,3,Medium
Cyclone,153.0,,129.0,943.0,,,,236,3,Medium
Cyclone,142.0,,50.0,928.0,,,,466,2,Medium
Cyclone,41.0,,42.0,958.0,,,,1011,1,Low
Cyclone,155.0,,86.0,970.0,,,,283,2,Low
Cyclone,82.0,,78.0,991.0,,,,1410,7,Medium
Cyclone,360.0,,147.0,908.0,,,,571,1,High
Cyclone,418.0,,83.0,991.0,,,,1498,2,Medium
Cyclone,312.0,,167.0,905.0,,,,753,2,High
Cyclone,169.0,,82.0,928.0,,,,848,4,Medium
Cyclone,430.0,,73.0,957.0,,,,636,2,Medium
Cyclone,419.0,,76.0,916.0,,,,901,3,Medium
Cyclone,126.0,,82.0,915.0,,,,1373,2,Medium
Cyclone,34.0,,103.0,986.0,,,,1019,1,Low
Cyclone,86.0,,75.0,994.0,,,,609,2,Low
Cyclone,441.0,,42.0,902.0,,,,729,0,Medium
Cyclone,363.0,,194.0,920.0,,,,1101,5,High
Cyclone,98.0,,131.0,963.0,,,,1196,1,Medium
Cyclone,147.0,,53.0,989.0,,,,1405,0,Low
Cyclone,405.0,,31.0,935.0,,,,1015,7,Medium
Cyclone,88.0,,243.0,1005.0,,,,1483,1,Medium
Cyclone,62.0,,110.0,1000.0,,,,1133,3,Low
Cyclone,347.0,,129.0,1016.0,,,,1334,5,Medium
Cyclone,79.0,,171.0,985.0,,,,251,5,Medium
Cyclone,397.0,,167.0,961.0,,,,1128,3,High
Cyclone,48.0,,192.0,941.0,,,,1318,5,Medium
Cyclone,243.0,,182.0,975.0,,,,1406,3,Medium
Cyclone,226.0,,160.0,941.0,,,,563,0,Medium
Cyclone,408.0,,140.0,960.0,,,,1236,7,High
Cyclone,479.0,,131.0,912.0,,,,370,4,High
Cyclone,76.0,,46.0,910.0,,,,1286,1,Medium
Cyclone,196.0,,41.0,953.0,,,,559,3,Low
Cyclone,481.0,,211.0,915.0,,,,204,1,High
Cyclone,318.0,,145.0,907.0,,,,1405,7,High
Cyclone,170.0,,53.0,1003.0,,,,261,0,Low
Cyclone,113.0,,58.0,958.0,,,,450,4,Low
Cyclone,211.0,,200.0,956.0,,,,533,7,High
Cyclone,420.0,,182.0,939.0,,,,951,0,High
Cyclone,108.0,,151.0,1008.0,,,,239,5,Medium
Cyclone,244.0,,217.0,958.0,,,,1255,1,High
Cyclone,43.0,,119.0,901.0,,,,186,6,Medium
Cyclone,244.0,,94.0,993.0,,,,282,4,Medium
Cyclone,432.0,,113.0,993.0,,,,467,5,Medium
Cyclone,157.0,,148.0,975.0,,,,228,7,Medium
Cyclone,339.0,,185.0,909.0,,,,1369,4,High
Cyclone,277.0,,45.0,943.0,,,,769,5,Medium
Cyclone,433.0,,204.0,910.0,,,,248,0,High
Cyclone,58.0,,238.0,978.0,,,,1084,3,Medium
Cyclone,309.0,,133.0,979.0,,,,951,1,Medium
Cyclone,367.0,,121.0,980.0,,,,727,2,Medium
Cyclone,348.0,,215.0,989.0,,,,545,2,Medium
Cyclone,231.0,,233.0,901.0,,,,983,0,High
Cyclone,390.0,,56.0,949.0,,,,393,7,Medium
Cyclone,86.0,,210.0,911.0,,,,1266,1,High
Cyclone,421.0,,199.0,1014.0,,,,349,7,High
Cyclone,247.0,,216.0,989.0,,,,977,1,Medium
Cyclone,91.0,,204.0,922.0,,,,1047,0,Medium
Cyclone,186.0,,191.0,917.0,,,,1074,1,High
Cyclone,231.0,,194.0,961.0,,,,1425,3,High
Cyclone,46.0,,163.0,995.0,,,,1148,7,Medium
Cyclone,351.0,,164.0,1012.0,,,,888,0,Medium
Cyclone,35.0,,182.0,961.0,,,,1083,3,Medium
Cyclone,87.0,,62.0,937.0,,,,988,1,Low
Cyclone,354.0,,84.0,1020.0,,,,989,0,Medium
Cyclone,441.0,,215.0,1010.0,,,,169,1,Medium
Cyclone,347.0,,36.0,966.0,,,,724,7,Medium
Cyclone,198.0,,86.0,937.0,,,,974,0,Medium
Cyclone,482.0,,155.0,966.0,,,,1235,1,High
Cyclone,111.0,,41.0,993.0,,,,1487,7,Medium
Cyclone,497.0,,45.0,960.0,,,,1426,3,Medium
Cyclone,454.0,,237.0,900.0,,,,570,6,High
Cyclone,462.0,,72.0,993.0,,,,190,3,Medium
Cyclone,248.0,,146.0,944.0,,,,629,1,Medium
Cyclone,206.0,,234.0,995.0,,,,760,0,Medium
Cyclone,233.0,,164.0,927.0,,,,838,2,Medium
Cyclone,100.0,,140.0,920.0,,,,825,3,Medium
Cyclone,416.0,,80.0,1009.0,,,,971,3,Medium
Cyclone,295.0,,230.0,912.0,,,,291,7,High
Cyclone,127.0,,189.0,926.0,,,,1365,5,High
Cyclone,374.0,,104.0,999.0,,,,237,2,Medium
Cyclone,320.0,,37.0,906.0,,,,444,1,Medium
Cyclone,237.0,,244.0,921.0,,,,1303,6,High
Cyclone,31.0,,246.0,973.0,,,,1108,0,Medium
Cyclone,153.0,,229.0,1002.0,,,,602,5,Medium
Cyclone,309.0,,74.0,952.0,,,,302,1,Medium
Cyclone,103.0,,243.0,978.0,,,,672,4,Medium
Cyclone,195.0,,88.0,978.0,,,,291,6,Medium
Cyclone,51.0,,161.0,903.0,,,,104,3,Medium
Cyclone,183.0,,133.0,995.0,,,,1360,4,Medium
Cyclone,456.0,,224.0,922.0,,,,410,3,High
Cyclone,468.0,,186.0,1018.0,,,,648,3,Medium
Cyclone,324.0,,186.0,969.0,,,,155,4,Medium
Cyclone,248.0,,127.0,987.0,,,,542,6,Medium
Cyclone,186.0,,185.0,983.0,,,,1360,7,High
Cyclone,259.0,,234.0,1000.0,,,,969,4,High
Cyclone,49.0,,108.0,983.0,,,,1320,1,Low
Cyclone,70.0,,153.0,975.0,,,,684,5,Medium
Cyclone,467.0,,244.0,932.0,,,,851,5,High
Cyclone,177.0,,201.0,927.0,,,,459,4,High
Cyclone,137.0,,247.0,907.0,,,,918,1,High
Cyclone,432.0,,33.0,900.0,,,,129,7,Medium
Cyclone,113.0,,119.0,936.0,,,,207,5,Medium
Cyclone,396.0,,133.0,962.0,,,,943,1,Medium
Cyclone,351.0,,166.0,921.0,,,,816,7,High
Cyclone,443.0,,148.0,969.0,,,,990,1,Medium
Cyclone,338.0,,162.0,920.0,,,,1059,3,High
Cyclone,319.0,,85.0,995.0,,,,992,5,Medium
Cyclone,435.0,,125.0,934.0,,,,831,7,High
Cyclone,352.0,,241.0,978.0,,,,705,5,High
Cyclone,163.0,,207.0,904.0,,,,556,3,High
Cyclone,236.0,,104.0,959.0,,,,714,4,Medium
Cyclone,312.0,,172.0,1019.0,,,,797,3,Medium
Cyclone,295.0,,61.0,945.0,,,,773,5,Medium
Cyclone,102.0,,57.0,949.0,,,,1370,5,Medium
Cyclone,381.0,,51.0,947.0,,,,642,6,Medium
Cyclone,77.0,,46.0,905.0,,,,956,7,Medium
Cyclone,355.0,,88.0,988.0,,,,996,4,Medium
Cyclone,262.0,,119.0,955.0,,,,377,3,Medium
Cyclone,472.0,,228.0,1009.0,,,,651,7,High
Cyclone,129.0,,135.0,958.0,,,,210,0,Medium
Cyclone,88.0,,214.0,1019.0,,,,484,7,Medium
Cyclone,287.0,,55.0,1003.0,,,,860,0,Low
Cyclone,442.0,,54.0,928.0,,,,1314,4,Medium
Cyclone,481.0,,167.0,970.0,,,,793,3,High
Cyclone,94.0,,74.0,1003.0,,,,504,3,Low
Cyclone,112.0,,112.0,976.0,,,,1458,1,Medium
Cyclone,183.0,,40.0,1001.0,,,,1332,5,Low
Cyclone,295.0,,234.0,917.0,,,,121,2,High
Cyclone,338.0,,210.0,901.0,,,,777,6,High
Cyclone,108.0,,229.0,907.0,,,,710,7,High
Cyclone,344.0,,133.0,974.0,,,,1331,4,Medium
Cyclone,179.0,,97.0,996.0,,,,107,2,Low
Cyclone,464.0,,124.0,953.0,,,,801,7,High
Cyclone,77.0,,185.0,937.0,,,,628,2,Medium
Cyclone,434.0,,232.0,947.0,,,,701,4,High
Cyclone,408.0,,94.0,926.0,,,,756,3,Medium
Cyclone,277.0,,78.0,919.0,,,,265,4,Medium
Cyclone,307.0,,204.0,911.0,,,,948,7,High
Cyclone,385.0,,81.0,942.0,,,,595,2,Medium
Cyclone,127.0,,131.0,960.0,,,,689,5,Medium
Cyclone,443.0,,245.0,930.0,,,,528,6,High
Cyclone,54.0,,211.0,990.0,,,,873,6,Medium
Cyclone,313.0,,217.0,995.0,,,,262,5,Medium
Cyclone,478.0,,86.0,960.0,,,,465,5,Medium
Cyclone,398.0,,76.0,973.0,,,,1362,3,Medium
Cyclone,330.0,,188.0,966.0,,,,171,7,High
Cyclone,97.0,,203.0,1008.0,,,,754,0,Medium
Cyclone,36.0,,55.0,990.0,,,,368,4,Low
Cyclone,334.0,,143.0,934.0,,,,514,6,High
Cyclone,166.0,,34.0,994.0,,,,1368,5,Low
Cyclone,193.0,,113.0,914.0,,,,1115,4,Medium
Cyclone,112.0,,81.0,915.0,,,,774,6,Medium
Cyclone,414.0,,134.0,912.0,,,,1183,5,High
Cyclone,167.0,,232.0,1012.0,,,,105,7,Medium
Cyclone,449.0,,83.0,934.0,,,,1081,6,High
Cyclone,102.0,,190.0,1015.0,,,,669,3,Medium
Cyclone,266.0,,207.0,974.0,,,,506,0,Medium
Cyclone,75.0,,195.0,958.0,,,,1340,0,Medium
Cyclone,135.0,,184.0,920.0,,,,125,5,Medium
Cyclone,445.0,,44.0,1014.0,,,,1128,6,Medium
Cyclone,317.0,,90.0,953.0,,,,1085,3,Medium
Cyclone,291.0,,151.0,974.0,,,,489,1,Medium
Cyclone,205.0,,50.0,929.0,,,,809,4,Medium
Cyclone,195.0,,75.0,947.0,,,,670,4,Medium
Cyclone,174.0,,226.0,1016.0,,,,853,2,Medium
Cyclone,359.0,,163.0,934.0,,,,245,3,High
Cyclone,399.0,,67.0,985.0,,,,884,6,Medium
Cyclone,312.0,,91.0,937.0,,,,1372,7,High
Cyclone,83.0,,115.0,930.0,,,,625,7,Medium
Cyclone,207.0,,219.0,977.0,,,,112,2,Medium
Cyclone,448.0,,239.0,923.0,,,,1002,5,High
Cyclone,273.0,,107.0,1013.0,,,,483,6,Medium
Cyclone,370.0,,231.0,948.0,,,,655,2,High
Earthquake,,,,,2.0,44.97,9.96,1318,0,Medium
Earthquake,,,,,6.27,67.88,3.59,605,2,Medium
Earthquake,,,,,4.14,51.38,5.84,1457,2,Medium
Earthquake,,,,,3.53,86.28,5.8,892,6,Medium
Earthquake,,,,,2.08,86.74,4.65,1427,6,Medium
Earthquake,,,,,5.24,1.98,2.52,932,6,High
Earthquake,,,,,7.11,78.03,9.8,1446,5,High
Earthquake,,,,,7.75,46.61,8.68,957,7,High
Earthquake,,,,,5.39,98.9,5.48,905,2,Medium
Earthquake,,,,,5.09,48.84,6.43,1272,5,High
Earthquake,,,,,2.51,98.7,3.05,860,4,Low
Earthquake,,,,,5.29,75.7,5.89,932,6,Medium
Earthquake,,,,,4.28,25.61,7.25,382,4,Medium
Earthquake,,,,,5.64,54.3,5.64,1485,6,High
Earthquake,,,,,4.33,99.22,9.91,478,1,Medium
Earthquake,,,,,3.44,85.9,6.5,297,5,Medium
Earthquake,,,,,2.57,10.64,4.34,1114,5,Medium
Earthquake,,,,,3.89,70.93,7.95,1123,7,High
Earthquake,,,,,2.58,35.21,2.53,655,0,Low
Earthquake,,,,,3.06,1.69,4.46,455,3,Medium
Earthquake,,,,,7.92,40.94,4.12,1140,2,High
Earthquake,,,,,4.66,24.24,4.89,738,0,Medium
Earthquake,,,,,5.19,82.07,8.04,478,5,Medium
Earthquake,,,,,7.24,34.4,5.36,779,0,High
Earthquake,,,,,7.97,82.92,8.15,605,1,High
Earthquake,,,,,5.5,1.06,6.19,998,3,High
Earthquake,,,,,6.87,31.47,4.08,175,7,High
Earthquake,,,,,3.96,24.88,8.29,330,5,Medium
Earthquake,,,,,3.83,24.12,3.14,1061,5,Medium
Earthquake,,,,,4.42,7.75,3.02,1371,2,Medium
Earthquake,,,,,6.04,19.53,5.54,401,7,High
Earthquake,,,,,6.09,56.0,3.35,825,7,Medium
Earthquake,,,,,3.89,29.84,1.08,314,6,Medium
Earthquake,,,,,2.8,42.32,6.83,1281,3,Medium
Earthquake,,,,,5.79,38.31,5.6,168,1,Medium
Earthquake,,,,,2.77,87.71,5.01,492,4,Medium
Earthquake,,,,,5.47,90.62,9.7,1208,0,High
Earthquake,,,,,6.16,49.8,6.14,366,7,High
Earthquake,,,,,6.2,33.69,8.77,1192,2,High
Earthquake,,,,,6.52,11.57,2.26,710,5,High
Earthquake,,,,,7.24,95.39,6.12,1470,4,High
Earthquake,,,,,5.0,6.96,8.81,1108,1,High
Earthquake,,,,,6.38,30.47,6.25,1061,3,High
Earthquake,,,,,5.72,30.51,7.46,827,7,High
Earthquake,,,,,3.12,32.72,4.35,772,0,Medium
Earthquake,,,,,2.15,17.26,1.83,522,7,Medium
Earthquake,,,,,3.71,78.53,5.12,1297,2,Medium
Earthquake,,,,,4.66,13.13,4.55,214,7,Medium
Earthquake,,,,,5.7,63.86,8.8,319,7,High
Earthquake,,,,,7.1,13.26,3.2,130,7,High
Earthquake,,,,,3.18,7.98,9.7,1466,5,High
Earthquake,,,,,2.75,91.03,9.62,1500,5,Medium
Earthquake,,,,,7.78,19.82,3.23,1253,4,High
Earthquake,,,,,2.65,82.3,4.13,716,4,Medium
Earthquake,,,,,4.87,54.92,9.06,638,0,Medium
Earthquake,,,,,5.51,8.71,9.7,838,3,High
Earthquake,,,,,5.25,95.59,4.99,1125,1,Medium
Earthquake,,,,,2.52,25.45,3.89,970,6,Medium
Earthquake,,,,,2.34,86.1,5.73,200,3,Low
Earthquake,,,,,2.63,17.71,7.19,1181,3,Medium
Earthquake,,,,,5.51,85.54,3.46,791,3,Medium
Earthquake,,,,,5.27,2.31,7.63,1040,6,High
Earthquake,,,,,3.4,51.67,1.46,440,0,Low
Earthquake,,,,,5.83,77.17,1.44,960,6,Medium
Earthquake,,,,,6.92,93.54,4.48,1143,0,Medium
Earthquake,,,,,2.25,91.01,4.18,1378,6,Medium
Earthquake,,,,,4.99,82.14,3.84,1440,1,Medium
Earthquake,,,,,6.14,88.93,5.42,137,7,Medium
Earthquake,,,,,3.51,20.72,3.89,759,3,Medium
Earthquake,,,,,3.85,29.13,2.73,1027,7,Medium
Earthquake,,,,,5.68,29.61,3.79,1149,0,Medium
Earthquake,,,,,7.39,38.33,9.77,553,6,High
Earthquake,,,,,6.86,39.94,4.7,1446,1,High
Earthquake,,,,,5.5,54.91,5.0,836,6,High
Earthquake,,,,,6.38,16.83,6.19,918,7,High
Earthquake,,,,,4.19,69.43,9.85,872,5,High
Earthquake,,,,,5.85,17.59,3.17,112,1,Medium
Earthquake,,,,,4.8,31.72,7.13,1014,3,High
Earthquake,,,,,3.14,50.83,7.44,1020,2,Medium
Earthquake,,,,,6.21,79.85,6.47,924,3,Medium
Earthquake,,,,,5.34,74.21,1.8,470,2,Medium
Earthquake,,,,,4.15,64.91,7.09,1414,1,Medium
Earthquake,,,,,7.47,16.42,1.58,431,5,High
Earthquake,,,,,2.13,55.16,6.37,360,7,Medium
Earthquake,,,,,3.89,9.66,7.66,1328,5,High
Earthquake,,,,,2.34,38.36,2.9,796,0,Low
Earthquake,,,,,6.6,41.94,8.57,786,5,High
Earthquake,,,,,6.21,4.94,1.27,1049,4,High
Earthquake,,,,,3.99,28.12,8.59,486,1,Medium
Earthquake,,,,,6.05,95.61,5.14,920,7,Medium
Earthquake,,,,,4.38,95.41,2.96,567,7,Medium
Earthquake,,,,,6.54,35.88,2.2,168,0,Medium
Earthquake,,,,,4.73,5.27,9.58,1227,7,High
Earthquake,,,,,4.47,18.73,1.65,1284,5,Medium
Earthquake,,,,,7.61,39.83,2.79,299,1,Medium
Earthquake,,,,,3.51,94.83,4.13,315,3,Low
Earthquake,,,,,2.72,14.98,6.58,311,5,Medium
Earthquake,,,,,5.51,76.59,5.9,607,6,Medium
Earthquake,,,,,7.82,11.76,2.13,115,2,Medium
Earthquake,,,,,4.27,98.14,3.61,983,1,Medium
Earthquake,,,,,2.37,38.78,3.15,431,7,Medium
Earthquake,,,,,4.04,77.75,2.92,816,0,Medium
Earthquake,,,,,5.04,34.92,4.7,650,3,Medium
Earthquake,,,,,2.97,63.14,7.34,1041,4,Medium
Earthquake,,,,,5.95,20.01,2.96,355,3,Medium
Earthquake,,,,,7.99,15.46,4.3,1091,5,High
Earthquake,,,,,4.71,93.87,4.52,827,2,Medium
Earthquake,,,,,4.13,91.85,9.79,979,3,Medium
Earthquake,,,,,4.4,88.86,9.59,914,4,Medium
Earthquake,,,,,2.69,62.92,8.2,1295,6,Medium
Earthquake,,,,,7.3,81.02,3.17,748,0,Medium
Earthquake,,,,,4.49,7.83,1.61,1099,1,Medium
Earthquake,,,,,4.32,34.14,3.85,570,2,Medium
Earthquake,,,,,5.96,32.06,3.4,789,4,Medium
Earthquake,,,,,4.65,63.93,5.55,799,7,Medium
Earthquake,,,,,5.89,36.24,8.0,606,5,High
Earthquake,,,,,2.37,15.7,8.72,1091,5,High
Earthquake,,,,,6.88,60.05,8.6,1109,5,High
Earthquake,,,,,7.64,81.62,4.24,903,7,High
Earthquake,,,,,5.89,38.83,7.19,930,7,High
Earthquake,,,,,7.73,14.09,3.82,1448,2,High
Earthquake,,,,,2.91,20.47,1.55,313,3,Medium
Earthquake,,,,,4.86,24.51,7.31,1331,2,High
Earthquake,,,,,5.61,30.69,1.09,268,5,Medium
Earthquake,,,,,5.49,64.64,4.68,1453,6,High
Earthquake,,,,,4.41,60.49,3.96,1403,4,Medium
Earthquake,,,,,4.03,69.91,7.24,1077,1,Medium
Earthquake,,,,,2.76,36.89,7.9,1428,1,Medium
Earthquake,,,,,4.35,82.58,3.74,245,2,Medium
Earthquake,,,,,2.98,21.2,8.3,615,5,Medium
Earthquake,,,,,6.41,47.44,3.65,1213,7,High
Earthquake,,,,,3.25,80.29,5.02,552,0,Medium
Earthquake,,,,,2.35,18.84,7.54,159,6,Medium
Earthquake,,,,,5.31,11.88,7.24,1434,2,High
Earthquake,,,,,5.57,88.48,9.89,627,5,High
Earthquake,,,,,7.23,34.95,3.03,1350,3,High
Earthquake,,,,,5.46,68.7,6.96,1123,1,Medium
Earthquake,,,,,4.07,3.51,6.49,573,1,Medium
Earthquake,,,,,6.82,69.31,9.24,856,6,High
Earthquake,,,,,5.24,32.29,2.41,881,1,Medium
Earthquake,,,,,2.48,6.52,7.77,1202,0,Medium
Earthquake,,,,,5.4,61.37,6.11,532,5,Medium
Earthquake,,,,,7.45,24.84,3.47,1276,5,High
Earthquake,,,,,4.38,39.29,5.27,500,6,Medium
Earthquake,,,,,3.78,8.98,4.0,1402,5,High
Earthquake,,,,,2.86,15.57,6.21,156,7,Medium
Earthquake,,,,,2.91,30.5,9.0,1102,6,High
Earthquake,,,,,4.6,9.89,6.12,285,5,Medium
Earthquake,,,,,5.57,91.17,6.69,497,0,Medium
Earthquake,,,,,2.48,1.6,5.67,704,4,Medium
Earthquake,,,,,7.64,48.9,1.46,887,2,Medium
Earthquake,,,,,6.53,13.2,3.1,257,2,Medium
Earthquake,,,,,5.52,31.46,5.43,1482,5,High
Earthquake,,,,,6.97,92.68,3.79,688,3,Medium
Earthquake,,,,,2.48,17.01,2.64,565,1,Medium
Earthquake,,,,,4.86,96.62,5.54,545,0,Medium
Earthquake,,,,,5.78,21.37,3.91,900,3,High
Earthquake,,,,,6.97,74.42,3.32,1196,7,High
Earthquake,,,,,6.7,55.12,5.18,1028,3,High
Earthquake,,,,,3.66,88.56,2.2,116,5,Low
Earthquake,,,,,7.65,55.85,9.35,830,0,High
Earthquake,,,,,2.75,53.92,8.81,425,2,Medium
Earthquake,,,,,7.25,20.35,7.37,1094,1,High
Earthquake,,,,,7.83,17.46,1.96,712,2,High
Earthquake,,,,,3.06,91.73,7.98,645,3,Medium
Earthquake,,,,,6.33,33.46,8.27,695,7,High
Earthquake,,,,,2.24,37.84,7.91,1020,1,Medium
Earthquake,,,,,4.43,76.22,2.03,941,4,Medium
Earthquake,,,,,5.1,34.54,6.8,1325,3,High
Earthquake,,,,,5.48,95.25,8.51,443,2,Medium
Earthquake,,,,,7.62,74.05,6.2,958,2,High
Earthquake,,,,,6.03,60.15,6.82,1341,5,High
Earthquake,,,,,4.89,88.21,5.13,544,2,Medium
Earthquake,,,,,6.86,5.91,5.76,321,0,High
Earthquake,,,,,7.7,26.45,1.31,691,3,Medium
Earthquake,,,,,2.13,47.04,6.75,1130,6,Medium
Earthquake,,,,,7.9,23.47,1.73,1395,6,High
Earthquake,,,,,2.52,74.65,4.92,1117,7,Medium
Earthquake,,,,,6.89,92.0,3.63,115,1,Medium
Earthquake,,,,,3.68,42.95,5.91,623,2,Medium
Earthquake,,,,,2.79,34.87,2.2,902,5,Medium
Earthquake,,,,,4.64,96.19,7.22,120,5,Medium
Earthquake,,,,,5.86,45.04,8.16,327,2,High
Earthquake,,,,,4.29,49.42,2.47,1107,0,Medium
Earthquake,,,,,2.33,35.81,1.94,1411,5,Medium
Earthquake,,,,,5.6,91.05,2.31,908,6,Medium
Earthquake,,,,,7.41,57.33,8.89,1257,1,High
Earthquake,,,,,4.3,76.46,5.75,1406,3,Medium
Earthquake,,,,,3.3,81.37,5.21,503,4,Medium
Earthquake,,,,,4.66,34.84,1.96,1189,0,Medium
Earthquake,,,,,2.29,43.94,6.85,536,7,Medium
Earthquake,,,,,6.92,85.0,8.81,928,7,High
Earthquake,,,,,6.96,36.96,8.45,1033,5,High
Earthquake,,,,,5.53,79.6,6.63,358,3,Medium
Earthquake,,,,,4.12,94.16,1.68,202,4,Low
Earthquake,,,,,6.8,62.7,2.01,1092,7,High
Earthquake,,,,,5.33,74.42,1.44,868,2,Medium
Earthquake,,,,,6.96,80.7,3.32,1224,2,Medium
Earthquake,,,,,5.79,84.66,2.22,1321,1,Medium
Earthquake,,,,,6.71,40.11,3.34,912,4,High
Earthquake,,,,,5.59,6.08,4.47,325,2,Medium
Earthquake,,,,,4.48,40.79,9.49,1042,7,High
Earthquake,,,,,7.75,67.7,6.49,562,2,High
Earthquake,,,,,5.25,45.58,8.51,336,6,High
Earthquake,,,,,5.63,75.15,7.39,1149,5,High
Earthquake,,,,,3.32,36.34,2.01,1244,7,Medium
Earthquake,,,,,5.75,63.84,7.62,605,7,High
Earthquake,,,,,5.43,19.46,3.48,1305,7,High
Earthquake,,,,,3.11,75.19,6.75,913,1,Medium
Earthquake,,,,,2.36,55.02,4.07,866,3,Medium
Earthquake,,,,,5.63,21.2,9.98,733,7,High
Earthquake,,,,,6.58,29.9,3.37,1438,2,High
Earthquake,,,,,5.14,75.11,3.51,1090,6,Medium
Earthquake,,,,,3.36,48.78,9.38,717,7,High
Earthquake,,,,,6.0,22.39,1.22,372,0,Medium
Earthquake,,,,,2.48,96.76,7.27,331,0,Low
Earthquake,,,,,4.65,71.8,7.53,867,3,Medium
Earthquake,,,,,2.98,95.76,8.53,595,4,Medium
Earthquake,,,,,3.11,43.28,9.77,1147,1,Medium
Earthquake,,,,,3.21,48.03,9.78,1232,6,High
Earthquake,,,,,4.32,89.9,1.59,601,5,Medium
Earthquake,,,,,2.31,52.98,8.4,124,6,Medium
Earthquake,,,,,4.39,71.02,6.82,1310,0,Medium
Earthquake,,,,,5.07,25.97,6.83,387,0,Medium
Earthquake,,,,,4.9,45.23,2.16,437,3,Medium
Earthquake,,,,,4.3,13.22,6.85,1160,4,High
Earthquake,,,,,7.03,21.39,9.84,236,4,High
Earthquake,,,,,2.87,1.09,9.21,607,3,High
Earthquake,,,,,5.03,4.89,4.95,326,7,High
Earthquake,,,,,2.37,97.75,1.36,419,6,Low
Earthquake,,,,,2.43,24.99,4.26,1015,0,Medium
Earthquake,,,,,5.44,66.67,8.44,1305,6,High
Earthquake,,,,,5.4,84.07,7.31,185,6,Medium
Earthquake,,,,,7.27,55.52,5.13,1025,1,High
Earthquake,,,,,5.35,16.16,1.5,152,0,Medium
Earthquake,,,,,7.76,73.08,4.84,959,4,High
Earthquake,,,,,2.29,60.42,5.22,966,5,Medium
Earthquake,,,,,2.59,73.39,9.36,1358,6,High
Earthquake,,,,,2.26,77.2,6.77,532,0,Medium
Earthquake,,,,,3.11,97.57,3.8,1098,6,Medium
Earthquake,,,,,5.25,57.78,5.73,199,1,Medium
Earthquake,,,,,5.87,34.82,1.59,1089,7,High
Earthquake,,,,,2.27,65.2,9.75,698,2,Medium
